Ad schedule day and hour report
1 January 2026 - 26 March 2026
Day of the week,Hour of the day,Campaign,Currency code,Avg. CPM,Impr.,Interactions,Interaction rate,Avg. cost,Cost,Conv. rate,Conversions,Cost / conv.
Tuesday,7,S | General | NL,EUR,300.26,67,4,5.97%,5.03,20.12,0.00%,0.00,0.00
Friday,17,PMax | Rem | EU | EN,EUR,3.43,703,28,3.98%,0.09,2.41,0.00%,0.00,0.00
Thursday,6,PMax | Rem | EU | EN,EUR,4.59,158,13,8.23%,0.06,0.72,0.00%,0.00,0.00
Wednesday,6,PMax | Rem | EU | EN,EUR,3.00,298,11,3.69%,0.08,0.89,0.00%,0.00,0.00
Saturday,10,S | General | UK,EUR,0.00,4,0,0.00%,0,0.00,0.00%,0.00,0.00
Wednesday,11,S | General | UK,EUR,0.00,21,0,0.00%,0,0.00,0.00%,0.00,0.00
Friday,9,PMax | Rem | US | EN,EUR,0.00,2,0,0.00%,0,0.00,0.00%,0.00,0.00
Monday,3,ADa_Panty_NL,EUR,0.00,7,0,0.00%,0,0.00,0.00%,0.00,0.00
Sunday,16,ADa_Panty_NL,EUR,0.00,63,0,0.00%,0,0.00,0.00%,0.00,0.00
Wednesday,16,Sh | General | NL,EUR,0.00,5,0,0.00%,0,0.00,0.00%,0.00,0.00
Friday,23,PMax | Rem | CA | EN,EUR,0.60,15,0,0.00%,0,0.01,0.00%,0.00,0.00
Thursday,8,PMax | Rem | CA | EN,EUR,0.18,6,0,0.00%,0,0.00,0.00%,0.00,0.00
Thursday,18,PMax | Rem | CA | EN,EUR,0.45,6,0,0.00%,0,0.00,0.00%,0.00,0.00
Thursday,3,PMax | Rem | DE,EUR,9.76,57,2,3.51%,0.28,0.56,0.00%,0.00,0.00
Tuesday,1,PMax | Rem | DE,EUR,3.79,78,1,1.28%,0.30,0.30,0.00%,0.00,0.00
Monday,4,PMax | Rem | DE,EUR,1.64,32,1,3.13%,0.05,0.05,0.00%,0.00,0.00
Sunday,14,PMax | Rem | DE,EUR,11.03,610,17,2.79%,0.40,6.73,0.00%,0.00,0.00
Thursday,16,PMax | Rem | UK,EUR,16.32,83,3,3.61%,0.45,1.35,0.00%,0.00,0.00
Monday,4,PMax | Rem | UK,EUR,57.06,17,1,5.88%,0.97,0.97,0.00%,0.00,0.00
Monday,11,PMAX | shopping | EU | EN,EUR,5.34,276,3,1.09%,0.49,1.47,0.00%,0.00,0.00
Monday,17,PMAX | shopping | EU | EN,EUR,5.53,255,5,1.96%,0.28,1.41,0.00%,0.00,0.00
Saturday,19,DGen | EN,EUR,0.38,"3,365",9,0.27%,0.14,1.28,0.00%,0.00,0.00
Friday,10,DGen | EN,EUR,0.45,"1,991",6,0.30%,0.15,0.89,0.00%,0.00,0.00
Monday,20,DGen | EN,EUR,0.59,"1,453",7,0.48%,0.12,0.86,0.00%,0.00,0.00
Sunday,1,DGen | EN,EUR,0.73,617,2,0.32%,0.22,0.45,0.00%,0.00,0.00
Wednesday,16,ADa_Panty_NL,EUR,25.54,551,47,8.53%,0.30,14.07,0.00%,0.00,0.00
Monday,16,ADa_Panty_NL,EUR,18.89,36,1,2.78%,0.68,0.68,0.00%,0.00,0.00
Tuesday,20,PMax | Rem | NL | New,EUR,12.11,914,28,3.06%,0.40,11.07,3.57%,1.00,11.07
Monday,7,S | General | EU | EN,EUR,43.19,69,3,4.35%,0.99,2.98,0.00%,0.00,0.00
Sunday,4,PMax | Rem | CA | EN,EUR,0.77,19,1,5.26%,0.01,0.01,0.00%,0.00,0.00
Friday,15,ADa_Pants_NL,EUR,3.22,180,5,2.78%,0.12,0.58,0.00%,0.00,0.00
Thursday,17,ADa_Pants_NL,EUR,5.46,290,5,1.72%,0.32,1.58,0.00%,0.00,0.00
Monday,8,ADa_Pants_NL,EUR,18.91,85,6,7.06%,0.27,1.61,0.00%,0.00,0.00
Saturday,9,S | General | NL,EUR,64.51,170,3,1.76%,3.66,10.97,0.00%,0.00,0.00
Sunday,12,S | General | NL,EUR,151.90,180,10,5.56%,2.73,27.34,0.00%,0.00,0.00
Saturday,1,PMax | Rem | EU | EN,EUR,7.52,119,13,10.92%,0.07,0.89,0.00%,0.00,0.00
Thursday,23,PMax | Rem | EU | EN,EUR,4.57,305,36,11.80%,0.04,1.39,0.00%,0.00,0.00
Sunday,20,PMax | Rem | AU-NZ | EN,EUR,7.58,20,4,20.00%,0.04,0.15,0.00%,0.00,0.00
Monday,3,PMAX | shopping | EU | EN,EUR,0.00,40,0,0.00%,0,0.00,0.00%,0.00,0.00
Friday,0,PMax | Rem | US | EN,EUR,0.00,4,0,0.00%,0,0.00,0.00%,0.00,0.00
Tuesday,2,PMax | Rem | US | EN,EUR,0.00,46,0,0.00%,0,0.00,0.00%,0.00,0.00
Monday,23,PMax | Rem | US | EN,EUR,0.00,53,0,0.00%,0,0.00,0.00%,0.00,0.00
Saturday,17,ADa_Panty_NL,EUR,0.00,14,0,0.00%,0,0.00,0.00%,0.00,0.00
Thursday,9,Sh | General | NL,EUR,0.00,95,0,0.00%,0,0.00,0.00%,0.00,0.00
Tuesday,11,Sh | General | NL,EUR,0.00,36,0,0.00%,0,0.00,0.00%,0.00,0.00
Thursday,9,S | Brand | EU | DE,EUR,0.00,1,0,0.00%,0,0.00,0.00%,0.00,0.00
Friday,9,PMax | Rem | CA | EN,EUR,2.96,4,0,0.00%,0,0.01,0.00%,0.00,0.00
Monday,23,PMax | Rem | CA | EN,EUR,0.03,20,0,0.00%,0,0.00,0.00%,0.00,0.00
Thursday,12,S | Brand | UK,EUR,0.00,1,0,0.00%,0,0.00,0.00%,0.00,0.00
Monday,4,PMax | Rem | EU | EN,EUR,0.02,63,0,0.00%,0,0.00,0.00%,0.00,0.00
Friday,22,PMax | Rem | AU-NZ | EN,EUR,0.00,8,0,0.00%,0,0.00,0.00%,0.00,0.00
Friday,20,S | Brand | NL,EUR,70.00,11,3,27.27%,0.26,0.77,33.33%,1.00,0.77
Wednesday,15,PMax | Rem | DE,EUR,5.86,394,13,3.30%,0.18,2.31,0.00%,0.00,0.00
Monday,1,PMax | Rem | DE,EUR,14.76,59,6,10.17%,0.15,0.87,0.00%,0.00,0.00
Monday,8,PMax | Rem | DE,EUR,11.88,274,11,4.01%,0.30,3.25,0.00%,0.00,0.00
Monday,16,PMax | Rem | DE,EUR,12.20,354,14,3.95%,0.31,4.32,0.00%,0.00,0.00
Saturday,22,PMax | Rem | UK,EUR,59.63,107,2,1.87%,3.19,6.38,0.00%,0.00,0.00
Friday,11,PMax | Rem | UK,EUR,16.43,124,2,1.61%,1.02,2.04,0.00%,0.00,0.00
Tuesday,8,PMax | Rem | UK,EUR,14.28,137,4,2.92%,0.49,1.96,0.00%,0.00,0.00
Monday,23,PMax | Rem | UK,EUR,0.77,74,4,5.41%,0.01,0.06,0.00%,0.00,0.00
Thursday,13,PMAX | shopping | EU | EN,EUR,1.61,252,1,0.40%,0.41,0.41,0.00%,0.00,0.00
Sunday,5,PMAX | shopping | EU | EN,EUR,1.72,47,2,4.26%,0.04,0.08,0.00%,0.00,0.00
Friday,11,DGen | EN,EUR,0.37,"1,905",3,0.16%,0.23,0.70,0.00%,0.00,0.00
Thursday,11,S | General | UK,EUR,140.00,7,1,14.29%,0.98,0.98,0.00%,0.00,0.00
Tuesday,14,PMax | Rem | US | EN,EUR,2.95,44,8,18.18%,0.02,0.13,0.00%,0.00,0.00
Sunday,10,ADa_Panty_NL,EUR,32.50,48,1,2.08%,1.56,1.56,0.00%,0.00,0.00
Wednesday,19,Sh | General | NL,EUR,98.89,9,1,11.11%,0.89,0.89,0.00%,0.00,0.00
Saturday,19,S | Brand | EU | DE,EUR,5.00,2,1,50.00%,0.01,0.01,0.00%,0.00,0.00
Friday,11,S | Brand | EU | DE,EUR,265.00,2,1,50.00%,0.53,0.53,0.00%,0.00,0.00
Saturday,18,PMax | Rem | NL | New,EUR,11.59,802,64,7.98%,0.15,9.29,0.00%,0.00,0.00
Thursday,21,PMax | Rem | NL | New,EUR,8.18,978,43,4.40%,0.19,8.00,2.33%,1.00,8.00
Monday,19,S | General | EU | EN,EUR,18.98,59,3,5.08%,0.37,1.12,0.00%,0.00,0.00
Sunday,11,S | General | EU | EN,EUR,29.22,167,7,4.19%,0.70,4.88,0.00%,0.00,0.00
Sunday,19,S | General | EU | EN,EUR,20.16,92,4,4.35%,0.46,1.85,0.00%,0.00,0.00
Thursday,4,PMax | Rem | CA | EN,EUR,5.77,23,2,8.70%,0.07,0.13,0.00%,0.00,0.00
Monday,15,ADa_Pants_NL,EUR,10.28,94,7,7.45%,0.14,0.97,0.00%,0.00,0.00
Saturday,17,S | General | NL,EUR,79.41,63,2,3.17%,2.50,5.00,0.00%,0.00,0.00
Thursday,17,S | General | NL,EUR,29.54,78,2,2.56%,1.15,2.30,0.00%,0.00,0.00
Wednesday,7,S | General | NL,EUR,417.45,51,7,13.73%,3.04,21.29,0.00%,0.00,0.00
Friday,2,PMax | Rem | EU | EN,EUR,0.63,60,5,8.33%,0.01,0.04,0.00%,0.00,0.00
Sunday,19,PMax | Rem | EU | EN,EUR,11.08,825,35,4.24%,0.26,9.14,0.00%,0.00,0.00
Monday,21,PMax | Rem | AU-NZ | EN,EUR,34.81,9,1,11.11%,0.31,0.31,0.00%,0.00,0.00
Monday,21,PMAX | shopping | EU | EN,EUR,0.00,91,0,0.00%,0,0.00,0.00%,0.00,0.00
Wednesday,1,S | General | UK,EUR,0.00,1,0,0.00%,0,0.00,0.00%,0.00,0.00
Tuesday,0,S | General | UK,EUR,0.00,3,0,0.00%,0,0.00,0.00%,0.00,0.00
Thursday,11,PMax | Rem | US | EN,EUR,0.00,8,0,0.00%,0,0.00,0.00%,0.00,0.00
Monday,5,PMax | Rem | US | EN,EUR,0.00,27,0,0.00%,0,0.00,0.00%,0.00,0.00
Monday,14,PMax | Rem | US | EN,EUR,0.00,11,0,0.00%,0,0.00,0.00%,0.00,0.00
Monday,21,PMax | Rem | US | EN,EUR,0.00,44,0,0.00%,0,0.00,0.00%,0.00,0.00
Sunday,19,PMax | Rem | US | EN,EUR,0.00,71,0,0.00%,0,0.00,0.00%,0.00,0.00
Wednesday,4,Sh | General | NL,EUR,0.00,1,0,0.00%,0,0.00,0.00%,0.00,0.00
Tuesday,10,Sh | General | NL,EUR,0.00,30,0,0.00%,0,0.00,0.00%,0.00,0.00
Friday,13,PMax | Rem | CA | EN,EUR,4.11,2,0,0.00%,0,0.01,0.00%,0.00,0.00
Thursday,6,PMax | Rem | AU-NZ | EN,EUR,0.05,13,0,0.00%,0,0.00,0.00%,0.00,0.00
Monday,22,PMax | Rem | AU-NZ | EN,EUR,0.00,12,0,0.00%,0,0.00,0.00%,0.00,0.00
Wednesday,7,S | Brand | NL,EUR,40.00,5,2,40.00%,0.10,0.20,0.00%,0.00,0.00
Monday,14,S | Brand | NL,EUR,26.43,14,2,14.29%,0.19,0.37,0.00%,0.00,0.00
Friday,3,PMax | Rem | DE,EUR,14.63,50,3,6.00%,0.24,0.73,0.00%,0.00,0.00
Friday,13,PMax | Rem | DE,EUR,18.08,345,15,4.35%,0.42,6.24,0.00%,0.00,0.00
Wednesday,8,PMax | Rem | DE,EUR,33.75,230,8,3.48%,0.97,7.76,0.00%,0.00,0.00
Wednesday,21,PMax | Rem | DE,EUR,5.49,543,14,2.58%,0.21,2.98,0.00%,0.00,0.00
Tuesday,9,PMax | Rem | DE,EUR,4.84,"1,269",26,2.05%,0.24,6.14,0.00%,0.00,0.00
Tuesday,12,PMax | Rem | DE,EUR,24.08,268,13,4.85%,0.50,6.45,0.00%,0.00,0.00
Saturday,7,PMAX | shopping | EU | EN,EUR,5.16,220,4,1.82%,0.28,1.14,0.00%,0.00,0.00
Friday,19,PMAX | shopping | EU | EN,EUR,5.21,119,1,0.84%,0.62,0.62,0.00%,0.00,0.00
Thursday,16,PMAX | shopping | EU | EN,EUR,18.63,271,2,0.74%,2.53,5.05,0.00%,0.00,0.00
Thursday,18,DGen | EN,EUR,0.47,"4,915",9,0.18%,0.26,2.31,0.00%,0.00,0.00
Wednesday,14,DGen | EN,EUR,0.38,"5,131",15,0.29%,0.13,1.96,0.00%,0.00,0.00
Sunday,3,DGen | EN,EUR,0.48,800,5,0.63%,0.08,0.38,0.00%,0.00,0.00
Thursday,19,S | General | UK,EUR,264.00,5,1,20.00%,1.32,1.32,0.00%,0.00,0.00
Monday,0,S | General | UK,EUR,1130.00,3,2,66.67%,1.70,3.39,0.00%,0.00,0.00
Saturday,20,ADa_Panty_NL,EUR,20.10,43,1,2.33%,0.86,0.86,0.00%,0.00,0.00
Friday,8,PMax | Rem | NL | New,EUR,5.19,598,35,5.85%,0.09,3.10,0.00%,0.00,0.00
Friday,13,PMax | Rem | NL | New,EUR,28.74,888,45,5.07%,0.57,25.52,0.00%,0.00,0.00
Friday,16,PMax | Rem | NL | New,EUR,23.41,781,50,6.40%,0.37,18.28,0.00%,0.00,0.00
Tuesday,10,PMax | Rem | NL | New,EUR,7.21,551,23,4.17%,0.17,3.98,0.00%,0.00,0.00
Monday,9,PMax | Rem | NL | New,EUR,9.69,580,14,2.41%,0.40,5.62,0.00%,0.00,0.00
Monday,19,PMax | Rem | NL | New,EUR,20.69,"1,153",45,3.90%,0.53,23.86,0.00%,0.00,0.00
Friday,23,S | General | EU | EN,EUR,9.64,63,3,4.76%,0.20,0.61,0.00%,0.00,0.00
Wednesday,10,S | General | EU | EN,EUR,38.77,126,7,5.56%,0.70,4.89,0.00%,0.00,0.00
Tuesday,0,S | General | EU | EN,EUR,6.15,65,1,1.54%,0.40,0.40,0.00%,0.00,0.00
Sunday,14,S | General | EU | EN,EUR,51.64,130,10,7.69%,0.67,6.71,0.00%,0.00,0.00
Sunday,20,S | General | EU | EN,EUR,11.63,98,2,2.04%,0.57,1.14,0.00%,0.00,0.00
Friday,17,PMax | Rem | CA | EN,EUR,69.29,15,3,20.00%,0.35,1.04,0.00%,0.00,0.00
Sunday,20,PMax | Rem | CA | EN,EUR,2.50,24,1,4.17%,0.06,0.06,0.00%,0.00,0.00
Friday,23,ADa_Pants_NL,EUR,2.75,134,2,1.49%,0.18,0.37,0.00%,0.00,0.00
Tuesday,19,ADa_Pants_NL,EUR,3.26,366,8,2.19%,0.15,1.19,0.00%,0.00,0.00
Monday,9,ADa_Pants_NL,EUR,14.04,73,7,9.59%,0.15,1.02,0.00%,0.00,0.00
Monday,13,ADa_Pants_NL,EUR,8.76,83,4,4.82%,0.18,0.73,0.00%,0.00,0.00
Friday,22,S | General | NL,EUR,77.93,123,8,6.50%,1.20,9.59,0.00%,0.00,0.00
Thursday,8,S | General | NL,EUR,58.85,139,5,3.60%,1.64,8.18,0.00%,0.00,0.00
Thursday,9,S | General | NL,EUR,142.66,112,6,5.36%,2.66,15.98,16.67%,1.00,15.98
Sunday,18,S | General | NL,EUR,76.94,72,4,5.56%,1.39,5.54,0.00%,0.00,0.00
Thursday,21,PMax | Rem | AU-NZ | EN,EUR,90.00,14,1,7.14%,1.26,1.26,0.00%,0.00,0.00
Tuesday,7,PMax | Rem | AU-NZ | EN,EUR,15.49,29,2,6.90%,0.22,0.45,0.00%,0.00,0.00
Monday,20,PMax | Rem | AU-NZ | EN,EUR,3.11,11,1,9.09%,0.03,0.03,0.00%,0.00,0.00
Sunday,23,S | General | UK,EUR,0.00,2,0,0.00%,0,0.00,0.00%,0.00,0.00
Friday,7,PMax | Rem | US | EN,EUR,0.00,4,0,0.00%,0,0.00,0.00%,0.00,0.00
Thursday,7,PMax | Rem | US | EN,EUR,0.00,25,0,0.00%,0,0.00,0.00%,0.00,0.00
Wednesday,9,PMax | Rem | US | EN,EUR,0.00,14,0,0.00%,0,0.00,0.00%,0.00,0.00
Sunday,4,PMax | Rem | US | EN,EUR,0.00,60,0,0.00%,0,0.00,0.00%,0.00,0.00
Sunday,6,PMax | Rem | US | EN,EUR,0.00,15,0,0.00%,0,0.00,0.00%,0.00,0.00
Saturday,2,ADa_Panty_NL,EUR,0.00,30,0,0.00%,0,0.00,0.00%,0.00,0.00
Saturday,6,Sh | General | NL,EUR,0.00,15,0,0.00%,0,0.00,0.00%,0.00,0.00
Tuesday,5,Sh | General | NL,EUR,0.00,5,0,0.00%,0,0.00,0.00%,0.00,0.00
Sunday,5,S | General | EU | EN,EUR,0.00,12,0,0.00%,0,0.00,0.00%,0.00,0.00
Friday,11,PMax | Rem | CA | EN,EUR,0.00,1,0,0.00%,0,0.00,0.00%,0.00,0.00
Tuesday,17,PMax | Rem | CA | EN,EUR,0.00,3,0,0.00%,0,0.00,0.00%,0.00,0.00
Thursday,4,ADa_Pants_NL,EUR,0.40,20,0,0.00%,0,0.01,0.00%,0.00,0.00
Wednesday,0,S | General | NL,EUR,0.00,16,0,0.00%,0,0.00,0.00%,0.00,0.00
Wednesday,13,PMax | Rem | AU-NZ | EN,EUR,0.00,3,0,0.00%,0,0.00,0.00%,0.00,0.00
Monday,20,ADa_Brand_NL,EUR,0.00,1,0,0.00%,0,0.00,0.00%,0.00,0.00
Saturday,14,S | Brand | NL,EUR,62.97,13,3,23.08%,0.27,0.82,0.00%,0.00,0.00
Monday,18,S | Brand | NL,EUR,3.33,6,2,33.33%,0.01,0.02,0.00%,0.00,0.00
Saturday,21,PMax | Rem | DE,EUR,21.50,223,10,4.48%,0.48,4.79,10.00%,1.00,4.79
Friday,7,PMax | Rem | DE,EUR,7.42,400,15,3.75%,0.20,2.97,0.00%,0.00,0.00
Thursday,7,PMax | Rem | DE,EUR,23.24,184,8,4.35%,0.53,4.28,0.00%,0.00,0.00
Thursday,13,PMax | Rem | DE,EUR,22.83,323,15,4.64%,0.49,7.37,0.00%,0.00,0.00
Sunday,5,PMax | Rem | DE,EUR,39.17,87,6,6.90%,0.57,3.41,0.00%,0.00,0.00
Sunday,12,PMax | Rem | DE,EUR,9.33,417,17,4.08%,0.23,3.89,0.00%,0.00,0.00
Saturday,9,PMax | Rem | UK,EUR,92.17,117,11,9.40%,0.98,10.78,9.09%,1.00,10.78
Sunday,3,PMax | Rem | UK,EUR,32.35,18,3,16.67%,0.19,0.58,0.00%,0.00,0.00
Saturday,3,PMAX | shopping | EU | EN,EUR,9.49,27,1,3.70%,0.26,0.26,0.00%,0.00,0.00
Thursday,7,PMAX | shopping | EU | EN,EUR,0.66,249,3,1.20%,0.05,0.16,0.00%,0.00,0.00
Thursday,21,PMAX | shopping | EU | EN,EUR,5.35,304,3,0.99%,0.54,1.63,0.00%,0.00,0.00
Wednesday,9,PMAX | shopping | EU | EN,EUR,11.25,211,40,18.96%,0.06,2.37,2.50%,1.00,2.37
Tuesday,10,PMAX | shopping | EU | EN,EUR,1.51,79,2,2.53%,0.06,0.12,0.00%,0.00,0.00
Sunday,16,PMAX | shopping | EU | EN,EUR,1.43,590,13,2.20%,0.06,0.84,0.00%,0.00,0.00
Saturday,15,DGen | EN,EUR,0.38,"4,287",11,0.26%,0.15,1.64,0.00%,0.00,0.00
Thursday,15,DGen | EN,EUR,0.42,"4,011",10,0.25%,0.17,1.69,0.00%,0.00,0.00
Tuesday,15,DGen | EN,EUR,0.64,"5,389",25,0.46%,0.14,3.45,0.00%,0.00,0.00
Saturday,12,PMax | Rem | NL | New,EUR,35.13,723,54,7.47%,0.47,25.40,0.00%,0.00,0.00
Wednesday,3,PMax | Rem | NL | New,EUR,12.12,57,5,8.77%,0.14,0.69,0.00%,0.00,0.00
Monday,7,PMax | Rem | NL | New,EUR,7.12,364,19,5.22%,0.14,2.59,0.00%,0.00,0.00
Saturday,6,ADa_Pants_NL,EUR,36.75,46,3,6.52%,0.56,1.69,0.00%,0.00,0.00
Saturday,22,ADa_Pants_NL,EUR,2.61,182,5,2.75%,0.09,0.47,0.00%,0.00,0.00
Friday,13,ADa_Pants_NL,EUR,0.81,175,1,0.57%,0.14,0.14,0.00%,0.00,0.00
Thursday,18,ADa_Pants_NL,EUR,16.00,310,8,2.58%,0.62,4.96,0.00%,0.00,0.00
Thursday,21,S | General | NL,EUR,48.92,96,5,5.21%,0.94,4.70,0.00%,0.00,0.00
Friday,4,PMax | Rem | EU | EN,EUR,1.53,62,6,9.68%,0.02,0.09,0.00%,0.00,0.00
Wednesday,10,S | General | UK,EUR,0.00,19,0,0.00%,0,0.00,0.00%,0.00,0.00
Monday,10,PMax | Rem | US | EN,EUR,0.00,1,0,0.00%,0,0.00,0.00%,0.00,0.00
Sunday,6,ADa_Panty_NL,EUR,0.00,15,0,0.00%,0,0.00,0.00%,0.00,0.00
Tuesday,3,Sh | General | NL,EUR,0.00,7,0,0.00%,0,0.00,0.00%,0.00,0.00
Tuesday,13,Sh | General | NL,EUR,0.00,95,0,0.00%,0,0.00,0.00%,0.00,0.00
Saturday,12,PMax | Rem | CA | EN,EUR,0.00,6,0,0.00%,0,0.00,0.00%,0.00,0.00
Wednesday,11,PMax | Rem | CA | EN,EUR,0.00,1,0,0.00%,0,0.00,0.00%,0.00,0.00
Wednesday,13,PMax | Rem | CA | EN,EUR,0.00,2,0,0.00%,0,0.00,0.00%,0.00,0.00
Tuesday,0,PMax | Rem | CA | EN,EUR,0.08,59,0,0.00%,0,0.00,0.00%,0.00,0.00
Friday,4,PMax | Rem | AU-NZ | EN,EUR,0.00,5,0,0.00%,0,0.00,0.00%,0.00,0.00
Friday,20,PMax | Rem | AU-NZ | EN,EUR,0.00,9,0,0.00%,0,0.00,0.00%,0.00,0.00
Wednesday,21,PMax | Rem | AU-NZ | EN,EUR,0.00,2,0,0.00%,0,0.00,0.00%,0.00,0.00
Tuesday,10,ADa_Brand_NL,EUR,0.00,2,0,0.00%,0,0.00,0.00%,0.00,0.00
Thursday,1,S | Brand | NL,EUR,265.00,2,1,50.00%,0.53,0.53,0.00%,0.00,0.00
Thursday,21,S | Brand | NL,EUR,260.00,6,1,16.67%,1.56,1.56,100.00%,1.00,1.56
Thursday,6,PMax | Rem | DE,EUR,2.27,158,3,1.90%,0.12,0.36,0.00%,0.00,0.00
Tuesday,4,PMax | Rem | DE,EUR,1.41,67,2,2.99%,0.05,0.09,0.00%,0.00,0.00
Monday,21,PMax | Rem | UK,EUR,18.94,96,5,5.21%,0.36,1.82,0.00%,0.00,0.00
Sunday,9,PMax | Rem | UK,EUR,12.31,91,7,7.69%,0.16,1.12,0.00%,0.00,0.00
Sunday,11,PMax | Rem | UK,EUR,89.41,114,7,6.14%,1.46,10.19,0.00%,0.00,0.00
Friday,7,PMAX | shopping | EU | EN,EUR,3.10,147,1,0.68%,0.46,0.46,0.00%,0.00,0.00
Wednesday,10,DGen | EN,EUR,0.43,"2,680",10,0.37%,0.11,1.14,0.00%,0.00,0.00
Tuesday,11,DGen | EN,EUR,0.40,"2,102",5,0.24%,0.17,0.83,0.00%,0.00,0.00
Sunday,17,DGen | EN,EUR,0.41,"3,993",8,0.20%,0.21,1.64,0.00%,0.00,0.00
Friday,9,ADa_Panty_NL,EUR,6.41,92,5,5.43%,0.12,0.59,0.00%,0.00,0.00
Wednesday,2,ADa_Panty_NL,EUR,11.23,85,3,3.53%,0.32,0.95,0.00%,0.00,0.00
Sunday,21,ADa_Panty_NL,EUR,4.53,186,3,1.61%,0.28,0.84,0.00%,0.00,0.00
Wednesday,9,Sh | General | NL,EUR,55.71,14,1,7.14%,0.78,0.78,0.00%,0.00,0.00
Saturday,16,PMax | Rem | NL | New,EUR,11.74,996,62,6.22%,0.19,11.70,0.00%,0.00,0.00
Friday,11,PMax | Rem | NL | New,EUR,24.37,703,26,3.70%,0.66,17.13,0.00%,0.00,0.00
Wednesday,22,PMax | Rem | NL | New,EUR,18.22,757,33,4.36%,0.42,13.79,0.00%,0.00,0.00
Tuesday,1,PMax | Rem | NL | New,EUR,11.37,96,4,4.17%,0.27,1.09,0.00%,0.00,0.00
Monday,20,PMax | Rem | NL | New,EUR,8.06,"1,127",52,4.61%,0.17,9.09,0.00%,0.00,0.00
Sunday,19,PMax | Rem | NL | New,EUR,20.52,"1,054",59,5.60%,0.37,21.63,0.00%,0.00,0.00
Tuesday,4,S | General | EU | EN,EUR,136.15,13,2,15.38%,0.89,1.77,0.00%,0.00,0.00
Saturday,20,PMax | Rem | CA | EN,EUR,5.06,17,1,5.88%,0.09,0.09,0.00%,0.00,0.00
Friday,10,ADa_Pants_NL,EUR,10.92,147,10,6.80%,0.16,1.61,0.00%,0.00,0.00
Thursday,13,ADa_Pants_NL,EUR,46.13,181,8,4.42%,1.04,8.35,0.00%,0.00,0.00
Monday,12,ADa_Pants_NL,EUR,13.57,69,7,10.14%,0.13,0.94,0.00%,0.00,0.00
Thursday,13,S | General | NL,EUR,29.38,103,3,2.91%,1.01,3.03,0.00%,0.00,0.00
Thursday,18,S | General | NL,EUR,31.58,76,2,2.63%,1.20,2.40,0.00%,0.00,0.00
Tuesday,19,S | Brand | EU | EN,EUR,670.00,1,1,100.00%,0.67,0.67,0.00%,0.00,0.00
Monday,8,PMax | Rem | EU | EN,EUR,9.12,583,47,8.06%,0.11,5.31,0.00%,0.00,0.00
Monday,9,PMax | Rem | EU | EN,EUR,3.75,739,24,3.25%,0.12,2.77,0.00%,0.00,0.00
Saturday,6,PMax | Rem | AU-NZ | EN,EUR,107.39,23,2,8.70%,1.24,2.47,0.00%,0.00,0.00
Tuesday,11,PMax | Rem | AU-NZ | EN,EUR,29.68,137,3,2.19%,1.36,4.07,0.00%,0.00,0.00
Sunday,6,PMax | Rem | AU-NZ | EN,EUR,1.08,49,2,4.08%,0.03,0.05,0.00%,0.00,0.00
Monday,2,PMax | Rem | DE,EUR,0.00,33,0,0.00%,0,0.00,0.00%,0.00,0.00
Thursday,11,PMAX | shopping | EU | EN,EUR,0.00,210,0,0.00%,0,0.00,0.00%,0.00,0.00
Wednesday,0,S | General | UK,EUR,0.00,8,0,0.00%,0,0.00,0.00%,0.00,0.00
Wednesday,8,S | General | UK,EUR,0.00,10,0,0.00%,0,0.00,0.00%,0.00,0.00
Saturday,3,PMax | Rem | US | EN,EUR,0.00,15,0,0.00%,0,0.00,0.00%,0.00,0.00
Thursday,17,PMax | Rem | US | EN,EUR,0.00,5,0,0.00%,0,0.00,0.00%,0.00,0.00
Tuesday,1,ADa_Panty_NL,EUR,0.00,35,0,0.00%,0,0.00,0.00%,0.00,0.00
Thursday,0,Sh | General | NL,EUR,0.00,9,0,0.00%,0,0.00,0.00%,0.00,0.00
Monday,17,PMax | Rem | CA | EN,EUR,0.17,26,0,0.00%,0,0.00,0.00%,0.00,0.00
Thursday,2,ADa_Pants_NL,EUR,0.00,16,0,0.00%,0,0.00,0.00%,0.00,0.00
Tuesday,11,S | Brand | EU | EN,EUR,0.00,2,0,0.00%,0,0.00,0.00%,0.00,0.00
Saturday,21,PMax | Rem | AU-NZ | EN,EUR,0.01,30,0,0.00%,0,0.00,0.00%,0.00,0.00
Friday,5,PMax | Rem | AU-NZ | EN,EUR,0.00,10,0,0.00%,0,0.00,0.00%,0.00,0.00
Thursday,8,PMax | Rem | AU-NZ | EN,EUR,0.06,23,0,0.00%,0,0.00,0.00%,0.00,0.00
Monday,14,PMax | Rem | AU-NZ | EN,EUR,1.87,9,0,0.00%,0,0.02,0.00%,0.00,0.00
Thursday,5,S | Brand | NL,EUR,20.00,2,1,50.00%,0.04,0.04,0.00%,0.00,0.00
Thursday,16,PMax | Rem | DE,EUR,10.45,330,14,4.24%,0.25,3.45,0.00%,0.00,0.00
Thursday,17,PMax | Rem | DE,EUR,27.74,275,17,6.18%,0.45,7.63,4.84%,0.82,9.26
Monday,3,PMax | Rem | DE,EUR,14.32,30,1,3.33%,0.43,0.43,0.00%,0.00,0.00
Monday,6,PMax | Rem | UK,EUR,0.25,92,1,1.09%,0.02,0.02,0.00%,0.00,0.00
